,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
164,0.59,Very Good,H,VS1,62.1,55.0,5.37,5.41,3.35,2180.085043514083
165,0.82,Ideal,E,SI1,62.1,55.0,5.98,6.0,3.72,4106.09203318064
166,0.39,Very Good,G,VVS2,60.7,61.0,4.7,4.73,2.86,1453.5890137882052
167,0.31,Ideal,H,IF,62.1,54.0,4.33,4.37,2.7,1038.951601323868
168,1.26,Ideal,I,SI2,62.0,56.0,7.0,6.94,4.32,5761.107935028947
169,1.51,Very Good,F,SI2,62.7,60.0,7.25,7.32,4.57,9297.569953890319
170,0.56,Ideal,G,VS1,60.6,56.0,5.33,5.36,3.24,2571.8326488670036
171,0.31,Ideal,G,VVS1,62.5,55.0,4.34,4.33,2.71,1138.4242078113457
172,0.56,Ideal,H,VVS2,60.9,57.0,5.38,5.33,3.26,2338.437748413608
173,0.96,Premium,E,SI2,58.2,58.0,6.52,6.47,3.78,4272.33633886621
174,0.52,Very Good,E,SI1,62.7,57.0,5.1,5.14,3.21,1450.2318126455993
175,1.02,Very Good,H,SI1,63.5,55.0,6.31,6.35,4.02,5050.8662380810965
176,1.06,Good,I,VS1,57.5,62.0,6.71,6.83,3.9,5569.106970860447
177,1.21,Ideal,H,SI1,62.1,59.0,6.81,6.75,4.21,6782.480433123092
178,2.02,Fair,H,VS2,64.5,57.0,8.0,7.95,5.14,14432.84016149005
179,1.52,Ideal,G,VS2,62.1,56.0,7.39,7.34,4.57,10865.259466138266
180,2.03,Very Good,I,SI2,62.8,59.0,8.04,8.08,5.06,13204.743913140765
181,0.28,Good,F,VVS2,61.2,62.0,4.16,4.21,2.56,808.7363182705394
182,0.7,Fair,G,VS1,65.8,61.0,5.61,5.46,3.64,2558.4959968817884
183,0.7,Ideal,G,VVS1,62.3,57.0,5.61,5.65,3.51,4135.724127555657
184,2.32,Fair,H,I1,70.5,55.0,7.93,7.9,5.58,13319.479228447875
185,0.58,Ideal,J,VS2,60.9,57.0,5.38,5.4,3.28,482.1823960112242
186,0.54,Ideal,D,VS1,61.6,54.0,5.24,5.25,3.23,2902.968215760495
187,1.2,Very Good,I,SI1,62.9,54.0,6.75,6.77,4.25,6188.9794747770975
188,0.52,Very Good,F,VS2,62.4,57.0,5.12,5.13,3.2,1984.51956091813
189,1.57,Premium,F,SI2,60.2,60.0,7.49,7.43,4.49,9939.372722711722
190,0.7,Premium,I,I1,62.3,58.0,5.69,5.55,3.51,-2045.0864111204228
191,1.57,Very Good,H,SI1,62.0,60.0,7.4,7.44,4.6,10126.839976709889
192,1.02,Very Good,D,VS2,63.2,58.0,6.4,6.36,4.03,6465.852769374803
193,1.5,Premium,F,VS2,62.4,57.0,7.38,7.29,4.58,10731.338865349277
194,0.7,Very Good,E,VS1,62.7,60.0,5.59,5.64,3.52,3792.8731123767348
195,0.42,Premium,F,SI1,60.6,58.0,4.89,4.81,2.94,639.4032353173097
196,2.01,Premium,H,SI1,60.0,60.0,8.16,8.13,4.89,14521.519268546652
197,0.31,Premium,G,VS1,62.2,58.0,4.38,4.34,2.71,542.75882632289
198,0.44,Ideal,E,VVS2,61.9,56.0,4.91,4.88,3.03,2217.133145184951
199,0.7,Ideal,D,VVS2,61.7,55.0,5.73,5.75,3.54,4517.575649344402
200,1.2,Premium,J,SI1,60.0,61.0,6.89,6.84,4.12,5189.839345360675
201,1.05,Ideal,G,VS1,62.2,57.0,6.49,6.51,4.04,6749.954699293214
202,0.7,Ideal,F,I1,62.1,57.0,5.67,5.64,3.52,-701.3123767849529
203,0.53,Premium,F,SI1,60.9,59.0,5.21,5.23,3.18,1491.9395798491432
204,1.09,Premium,H,SI2,61.2,62.0,6.63,6.58,4.04,4556.970121709331
205,0.92,Premium,E,SI2,61.8,59.0,6.19,6.11,3.8,3902.7689023918438
206,0.71,Premium,F,VS2,58.0,62.0,5.85,5.81,3.38,3565.725195382535
207,0.57,Good,F,SI2,61.9,57.7,5.32,5.34,3.3,641.7212246813651
208,0.71,Very Good,G,VS2,63.5,59.0,5.67,5.63,3.59,3203.1713523529766
209,0.89,Premium,G,SI1,61.1,58.0,6.24,6.17,3.79,4263.389955572213
210,1.06,Ideal,G,SI1,62.9,56.0,6.52,6.49,4.09,5897.918099401656
211,0.86,Premium,H,SI2,61.0,58.0,6.15,6.12,3.74,2571.3725912457603
212,1.1,Premium,G,VS2,60.2,58.0,6.75,6.71,4.05,6765.451661285667
213,0.7,Ideal,E,SI1,62.5,57.0,5.7,5.72,3.57,2963.129656958607
214,1.04,Premium,G,VS1,61.5,61.0,6.56,6.51,4.02,6427.270422883827
215,0.93,Premium,E,I1,62.3,60.0,6.23,6.2,3.87,1205.925058781777
216,1.1,Premium,F,I1,59.8,61.0,6.7,6.65,3.99,2721.121609982289
217,2.12,Premium,H,SI2,62.3,58.0,8.25,8.16,5.12,14606.057089785889
218,0.33,Ideal,F,VVS1,62.4,55.0,4.44,4.47,2.78,1469.342717847644
219,0.9,Fair,I,VS2,65.8,55.0,6.05,6.01,3.97,3204.9661999134705
220,0.71,Ideal,E,VS1,62.0,57.0,5.72,5.66,3.53,4000.191189964811
221,1.75,Ideal,G,VS2,62.1,57.0,7.73,7.69,4.79,13103.496408518218
222,0.81,Ideal,H,SI1,61.4,56.0,6.0,6.05,3.7,3224.475946409919
223,0.75,Good,I,VVS1,63.9,61.0,5.7,5.67,3.63,3134.2408642526134
224,0.4,Ideal,G,VS2,62.6,56.0,4.69,4.74,2.95,1012.1353879559892
225,0.34,Ideal,G,VS2,62.1,55.0,4.49,4.46,2.78,612.6690598067653
226,0.35,Premium,F,VS2,61.8,58.0,4.48,4.52,2.78,817.6446536177764
227,1.29,Very Good,I,VS2,62.8,58.0,6.89,6.93,4.34,7570.583616705246
228,1.7,Premium,G,SI1,61.7,58.0,7.69,7.6,4.72,11902.05521374205
229,1.01,Premium,F,SI1,62.7,54.0,6.42,6.37,4.01,5635.850356720893
230,0.47,Good,D,SI1,63.8,59.0,4.9,4.88,3.12,1034.2535848780126
231,0.71,Premium,E,SI1,59.2,59.0,5.86,5.83,3.46,3007.732664298017
232,1.01,Ideal,G,VS1,61.3,56.0,6.49,6.44,3.96,6380.115630975741
233,0.92,Good,J,SI2,59.0,63.0,6.3,6.35,3.73,1511.025181078866
234,0.31,Ideal,F,VVS1,61.6,55.0,4.36,4.41,2.7,1387.937647772269
235,0.3,Ideal,G,VVS1,61.3,56.0,4.3,4.34,2.65,1128.4217930932282
236,0.7,Very Good,G,SI1,62.1,58.0,5.66,5.7,3.53,2626.1949804934357
237,1.01,Premium,H,IF,62.1,59.0,6.47,6.41,4.0,6446.4426941382335
238,1.5,Very Good,H,SI2,62.5,60.0,7.25,7.32,4.55,8493.099880943222
239,0.9,Very Good,D,VS1,62.2,58.0,6.14,6.18,3.83,5760.714063187069
240,0.23,Good,F,VVS2,62.8,61.0,3.92,3.95,2.47,421.3417742731526
241,0.25,Good,E,VVS2,58.0,65.0,4.13,4.18,2.41,710.797721846031
242,0.35,Ideal,F,VVS2,62.1,56.0,4.56,4.52,2.82,1504.7741746925658
243,0.73,Very Good,D,SI2,60.4,59.0,5.8,5.86,3.52,2426.315589371517
244,0.4,Very Good,G,IF,61.2,57.0,4.77,4.79,2.92,1938.731408066872
245,0.3,Ideal,E,VS2,61.5,55.0,4.33,4.29,2.65,651.5510897029299
246,1.01,Premium,J,VVS2,62.7,59.0,6.46,6.39,4.03,4617.861624699259
247,0.51,Ideal,D,SI2,62.5,55.0,5.12,5.15,3.21,735.641632640958
248,1.72,Premium,F,I1,60.1,58.0,7.77,7.74,4.66,8704.314993112272
249,0.51,Good,E,SI1,64.3,54.0,5.1,5.07,3.27,1150.6429782636687
250,0.7,Ideal,E,VS1,62.2,58.0,5.67,5.71,3.54,3901.3806158609523
251,0.52,Good,H,VS2,63.6,57.0,5.05,5.1,3.23,1128.119246068618
252,1.01,Premium,F,SI2,62.2,59.0,6.41,6.38,3.98,4594.240478959066
253,0.31,Ideal,F,VS2,62.1,57.0,4.34,4.36,2.7,597.2660944723984
254,1.01,Good,G,SI1,63.6,57.0,6.33,6.37,4.04,5202.157717567374
255,1.24,Good,E,SI1,63.5,55.0,6.82,6.86,4.35,7622.750703890869
256,1.01,Very Good,I,SI1,60.1,59.0,6.44,6.47,3.88,4429.3868746252265
257,1.05,Ideal,G,VS2,61.9,57.0,6.47,6.51,4.03,6485.254295080382
258,0.9,Good,G,SI1,63.7,60.0,6.11,6.07,3.88,4102.8333767113845
259,0.56,Ideal,E,VS2,61.6,57.0,5.3,5.32,3.27,2473.461692499302
260,0.8,Very Good,F,SI1,61.6,56.0,5.96,6.0,3.68,3731.721272773713
261,0.3,Ideal,D,SI1,62.5,57.0,4.32,4.29,2.69,147.09148240192098
262,0.76,Ideal,H,VS2,62.7,57.0,5.82,5.86,3.66,3334.478930961333
263,1.21,Premium,H,SI1,59.8,58.0,6.95,6.9,4.14,6740.590486045113
264,1.51,Very Good,J,VS1,61.4,57.0,7.3,7.38,4.51,9164.709269721367
265,1.21,Ideal,H,VVS2,61.3,56.0,6.85,6.89,4.21,8144.574032530545
266,0.7,Ideal,F,SI1,61.5,57.0,5.67,5.74,3.51,3006.440018181922
267,0.53,Ideal,I,VS2,62.2,56.0,5.15,5.2,3.22,1012.3030777898766
268,0.46,Ideal,E,VS1,61.9,55.0,4.94,4.97,3.06,2073.19259763198
269,0.41,Ideal,G,IF,61.7,56.0,4.79,4.81,2.96,2134.2887325649917
270,0.37,Very Good,F,VS2,61.0,58.0,4.61,4.63,2.82,916.7049457057992
271,0.58,Ideal,F,SI2,60.9,57.0,5.4,5.44,3.3,1014.9636235741109
272,0.72,Premium,F,SI1,59.5,62.0,5.85,5.74,3.45,2973.11856812509
273,1.5,Good,G,SI1,58.4,65.0,7.45,7.41,4.34,9749.072348739486
274,1.31,Very Good,H,VS2,61.4,59.0,6.96,7.01,4.29,8300.513002169459
275,1.0,Very Good,D,SI1,62.1,58.0,6.34,6.45,3.97,5783.798121685078
276,0.41,Premium,G,VVS1,60.3,60.0,4.78,4.74,2.87,1738.74174112118
277,0.38,Ideal,F,VVS1,61.0,57.0,4.67,4.71,2.86,1829.503970892154
278,0.35,Premium,E,VVS1,60.7,59.0,4.58,4.55,2.77,1546.378114890811
279,0.3,Premium,D,VS2,61.7,58.0,4.32,4.3,2.66,702.3921943638961
280,1.13,Ideal,I,VS1,61.6,54.0,6.72,6.74,4.15,6530.986370384391
281,0.37,Premium,E,VVS2,60.9,59.0,4.61,4.65,2.82,1674.5152714513351
282,0.39,Premium,G,VVS2,60.7,61.0,4.73,4.7,2.86,1458.0780882948293
283,0.5,Good,D,SI1,63.9,56.0,5.02,4.93,3.18,1312.1947495066188
284,0.31,Ideal,E,VS2,61.5,56.0,4.39,4.42,2.71,670.9839025492856
285,1.72,Good,D,SI2,63.4,62.0,7.53,7.59,4.79,11420.7244531139
286,1.27,Ideal,H,SI1,59.8,57.0,7.08,7.01,4.22,7383.914509562502
287,1.0,Good,D,VS2,62.8,61.0,6.31,6.34,3.97,6144.302826359968
288,1.59,Premium,I,VS2,59.9,60.0,7.61,7.57,4.55,10407.442775596553
289,0.38,Very Good,F,VS2,60.9,56.0,4.67,4.72,2.86,1021.0080535663419
290,2.39,Ideal,J,VS1,62.1,57.0,8.53,8.57,5.31,17973.894288645868
291,1.01,Premium,F,SI1,62.2,59.0,6.36,6.41,3.97,5612.952886862186
292,0.31,Premium,H,VVS1,62.6,58.0,4.33,4.29,2.7,495.7740111627836
293,2.05,Ideal,J,VS1,61.8,58.0,8.12,8.16,5.03,14515.80575624142
294,0.7,Good,F,SI1,61.1,61.0,5.68,5.71,3.48,2661.7566262884357
295,1.01,Fair,I,I1,56.1,63.0,6.7,6.65,3.74,-33.30782246221861
296,1.55,Very Good,H,VS2,63.3,56.0,7.38,7.32,4.65,10525.428137240284
297,0.33,Premium,E,VVS1,59.7,58.0,4.49,4.52,2.69,1515.7658954894187
298,1.51,Premium,E,SI1,62.9,62.0,7.31,7.21,4.57,10227.128664285467
299,0.26,Very Good,D,VVS2,59.1,59.0,4.21,4.28,2.51,1161.5266913562773
300,1.01,Premium,D,SI1,59.8,54.0,6.6,6.5,3.93,5909.127067846737
301,0.42,Very Good,D,SI1,60.2,57.0,4.85,4.89,2.93,970.0842253250312
302,1.03,Premium,H,I1,62.9,59.0,6.41,6.3,4.0,1367.3712703695655
303,1.57,Ideal,I,SI2,62.6,58.0,7.38,7.41,4.63,8807.001152143748
304,1.01,Very Good,G,VS1,63.1,55.0,6.34,6.37,4.01,6332.634204608345
305,2.51,Premium,J,SI2,59.3,58.0,8.87,8.83,5.25,17210.596030396962
306,0.7,Very Good,D,SI1,63.2,55.0,5.62,5.65,3.56,3148.788412748316
307,0.95,Ideal,G,VS2,61.6,56.0,6.34,6.3,3.89,5530.130107748803
308,0.32,Ideal,E,SI2,62.7,55.0,4.39,4.42,2.76,-833.70883615188
309,1.25,Premium,J,SI2,62.3,59.0,6.82,6.86,4.26,4768.399672767793
