,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
47,0.51,Very Good,E,SI2,62.0,57.0,5.09,5.13,3.17,1063.89298119976
48,0.32,Ideal,G,IF,61.0,57.0,4.44,4.48,2.72,940.1300016439706
49,0.94,Premium,E,SI2,60.4,59.0,6.37,6.34,3.84,3888.2590579134553
50,0.51,Premium,E,VS2,60.6,58.0,5.15,5.12,3.11,1560.7612382427426
51,1.12,Ideal,H,SI2,61.4,56.0,6.69,6.66,4.1,4661.044922232292
52,1.33,Premium,G,SI2,60.3,58.0,7.19,7.16,4.33,7316.748812998113
53,0.32,Premium,H,VS2,61.7,59.0,4.35,4.4,2.7,553.9654081840785
54,0.7,Ideal,E,VS2,62.6,57.0,5.63,5.68,3.54,2907.532954157823
55,1.35,Ideal,H,VVS1,61.9,57.0,7.06,7.09,4.38,10640.979963820242
56,0.23,Good,F,VS2,63.8,57.0,3.93,3.84,2.48,386.56971274877134
57,0.9,Very Good,F,I1,61.9,59.0,6.16,6.18,3.82,2099.975623914028
58,1.03,Ideal,D,SI1,61.3,56.0,6.48,6.54,3.99,5767.898139613561
59,1.02,Good,E,SI2,62.8,64.0,6.36,6.32,3.98,4044.0806517764568
60,0.55,Ideal,H,VVS2,61.7,57.0,5.28,5.26,3.25,1841.1076800967583
61,0.34,Ideal,E,IF,61.7,56.0,4.46,4.48,2.76,1181.6618293862794
62,0.71,Premium,D,VVS2,60.0,58.0,5.92,5.84,3.53,4753.1031318551895
63,0.55,Good,G,SI1,63.6,61.0,5.22,5.16,3.3,1479.073787380754
64,0.54,Ideal,G,VS2,61.5,55.0,5.24,5.27,3.23,1629.4367652079834
65,1.23,Ideal,H,IF,61.3,57.0,6.87,6.92,4.23,9701.272311877645
66,0.27,Premium,E,VVS1,60.6,58.0,4.18,4.2,2.54,692.0331544027617
67,0.53,Ideal,D,VS2,61.4,56.0,5.18,5.21,3.19,1844.2066477773408
68,1.25,Ideal,G,SI2,61.1,55.0,6.95,6.99,4.26,6118.14680929821
69,0.34,Ideal,E,VVS2,62.3,57.0,4.48,4.44,2.78,1015.3647417820436
70,0.36,Premium,I,VS2,62.7,59.0,4.54,4.58,2.86,669.3802745871635
71,0.34,Ideal,G,SI1,61.2,57.0,4.56,4.53,2.78,635.5793872122058
72,1.12,Good,E,SI1,64.3,57.0,6.56,6.5,4.2,6096.780158363959
73,0.3,Ideal,H,VS1,61.6,55.0,4.27,4.3,2.64,533.6753611193933
74,0.36,Ideal,D,SI1,62.0,56.0,4.61,4.55,2.84,823.9283183942639
75,0.71,Ideal,F,VVS1,61.1,54.0,5.78,5.84,3.55,4234.0487456629735
76,0.32,Premium,G,VS2,62.6,60.0,4.33,4.36,2.72,635.1457593629551
77,0.5,Premium,E,VS2,61.3,60.0,5.11,5.07,3.12,1568.5275870641403
78,0.51,Very Good,E,SI1,63.3,59.0,5.09,5.05,3.21,1391.8568448970505
79,0.58,Ideal,J,VS1,61.9,58.0,5.31,5.35,3.3,1339.6920393555363
80,0.3,Ideal,F,IF,62.5,54.0,4.31,4.33,2.7,920.6653914737417
81,0.39,Ideal,G,VVS1,62.3,57.0,4.7,4.64,2.91,1201.7845459681967
82,0.31,Ideal,F,VS2,61.8,56.0,4.37,4.33,2.69,650.0561027828239
83,0.9,Very Good,H,VS1,60.5,63.0,6.13,6.16,3.72,3771.314268555511
84,0.81,Premium,G,SI2,61.7,57.0,5.99,5.94,3.68,2488.2902008052715
85,0.7,Premium,E,SI2,61.1,61.0,5.74,5.69,3.49,2142.8239664408297
86,0.38,Very Good,J,VS2,60.5,60.0,4.64,4.68,2.82,589.6601716626566
87,0.71,Very Good,G,SI1,60.0,59.0,5.76,5.8,3.47,2214.7418827273054
88,0.71,Very Good,D,VS2,63.1,58.0,5.67,5.7,3.59,3269.845621471023
89,0.9,Very Good,H,VS1,62.1,59.0,6.09,6.14,3.8,3814.9995869913037
90,0.74,Very Good,F,SI2,63.2,58.0,5.75,5.71,3.62,2172.0157907307375
91,1.5,Premium,H,VS2,62.4,59.0,7.32,7.29,4.56,10291.57205999862
92,1.5,Very Good,F,SI1,63.0,55.0,7.27,7.31,4.59,10565.669305203784
93,0.42,Ideal,F,VS1,61.0,57.0,4.87,4.84,2.96,1204.5478753024297
94,1.01,Premium,G,VS2,61.6,58.0,6.45,6.4,3.96,5455.215460993599
95,2.48,Premium,I,SI2,63.0,62.0,8.62,8.58,5.42,17902.672994141616
96,1.02,Ideal,F,VVS2,61.1,56.3,6.48,6.52,3.97,7751.013052149443
97,0.4,Ideal,D,VS2,61.3,57.0,4.77,4.75,2.92,1168.95938437989
98,0.7,Ideal,F,SI1,61.3,57.0,5.76,5.79,3.54,2597.4417388205425
99,1.01,Good,E,VS2,62.5,58.0,6.32,6.36,3.96,5282.459656618923
100,1.13,Very Good,I,VS2,60.7,58.0,6.72,6.75,4.09,5258.173088087721
101,1.09,Ideal,I,VS2,61.9,56.0,6.62,6.67,4.09,5254.923659088088
102,0.7,Very Good,E,VS2,62.7,58.0,5.65,5.67,3.55,2901.699084890173
103,1.0,Premium,F,SI1,60.8,59.0,6.44,6.38,3.9,4627.857470380796
104,1.52,Ideal,H,VS2,61.8,54.0,7.42,7.43,4.59,10927.6712653584
105,0.41,Ideal,G,VVS2,62.2,56.0,4.75,4.8,2.97,1223.679103879769
106,0.43,Very Good,J,VS2,60.9,59.0,4.86,4.9,2.97,760.8281517556917
107,0.31,Very Good,E,SI2,60.8,61.0,4.39,4.43,2.68,469.5523002786997
108,0.33,Ideal,G,VS2,62.2,56.0,4.47,4.44,2.77,700.9013479102439
109,0.7,Premium,E,VS2,61.0,59.0,5.74,5.7,3.49,3030.722804150089
110,0.33,Ideal,G,VVS2,62.5,54.0,4.41,4.45,2.77,811.254793588316
111,1.16,Premium,H,SI2,62.6,57.0,6.75,6.67,4.2,5071.067185209468
112,0.51,Ideal,E,VS2,61.8,57.0,5.15,5.14,3.18,1708.3651706482362
113,1.13,Good,G,I1,63.4,58.0,6.58,6.61,4.18,2955.601270701492
114,0.52,Premium,E,VS2,62.5,60.0,5.1,5.14,3.2,1627.5693639707688
115,0.23,Very Good,F,VVS2,61.4,56.0,3.94,3.97,2.43,461.8682919014552
116,0.5,Fair,F,SI1,64.7,60.0,4.99,4.84,3.18,1074.8737895577237
117,1.08,Very Good,D,VS1,60.5,58.0,6.53,6.63,3.98,6742.997619693335
118,0.3,Premium,G,VS1,62.2,59.0,4.31,4.28,2.67,642.4186216620847
119,0.48,Ideal,J,VS1,62.2,54.0,5.01,5.06,3.13,963.4138410422281
120,1.51,Ideal,J,VS1,61.6,58.0,7.35,7.43,4.55,8444.19474759767
121,1.03,Premium,F,SI2,62.4,59.0,6.45,6.38,4.0,4192.572777942939
122,0.31,Very Good,G,VVS2,63.4,59.0,4.29,4.26,2.71,728.1439676773964
123,0.4,Ideal,G,IF,62.3,55.0,4.74,4.76,2.96,1384.3456190219008
124,1.03,Ideal,E,VS2,61.7,56.0,6.45,6.54,4.01,6286.257238245406
125,1.16,Premium,J,SI1,62.5,58.0,6.73,6.67,4.19,4471.540798266721
126,1.04,Very Good,J,SI2,62.8,57.0,6.44,6.5,4.06,3523.188337083613
127,0.71,Premium,E,VS2,61.5,60.0,5.76,5.68,3.52,3189.6517923015
128,0.29,Very Good,H,VVS2,61.2,56.0,4.26,4.29,2.61,557.9695796576713
129,1.09,Ideal,G,SI2,61.2,57.0,6.68,6.63,4.07,4859.996840286412
130,0.74,Ideal,F,VS1,62.3,56.0,5.76,5.79,3.6,3401.607305768771
131,0.42,Ideal,D,VS2,62.4,55.0,4.82,4.8,3.0,1279.0023357908988
132,0.54,Ideal,I,SI1,62.0,55.0,5.21,5.25,3.24,1223.3646699075082
133,0.51,Ideal,E,VS2,62.6,55.0,5.08,5.11,3.19,1604.8958292510342
134,1.01,Premium,F,SI2,58.8,61.0,6.53,6.46,3.82,3907.1262614120274
135,1.0,Premium,H,VS2,59.4,61.0,6.51,6.46,3.85,4563.1113632374845
136,1.02,Premium,H,VS2,61.0,60.0,6.5,6.46,3.95,4896.711164410321
137,0.73,Good,E,VS1,60.8,61.0,5.77,5.8,3.52,3171.011643504951
138,1.01,Premium,H,SI2,60.3,59.0,6.51,6.45,3.91,3732.778020077266
139,0.33,Good,D,SI1,63.1,55.0,4.38,4.4,2.77,598.6402601260761
140,1.22,Ideal,F,VS1,62.3,57.0,6.79,6.83,4.24,9198.973938203357
141,0.31,Ideal,D,VS1,62.0,54.0,4.35,4.36,2.7,757.3789334606006
142,1.07,Premium,G,SI1,60.5,62.0,6.69,6.6,4.02,5815.931565649497
143,1.01,Very Good,E,VVS2,60.2,60.0,6.46,6.5,3.9,7279.17471373124
144,0.23,Very Good,F,IF,59.5,58.0,4.0,4.03,2.39,540.0579006144542
145,0.35,Very Good,D,VS1,60.9,58.0,4.54,4.56,2.77,876.5877087371656
146,0.55,Ideal,F,VVS2,60.7,56.0,5.31,5.34,3.23,2296.3764815098957
147,0.9,Ideal,G,SI1,61.9,59.0,6.16,6.19,3.82,3788.6914608832735
148,0.72,Ideal,G,VVS1,62.2,57.0,5.72,5.75,3.57,3772.79682820512
149,0.83,Very Good,E,SI1,63.5,58.0,5.93,5.98,3.78,3319.205692950442
150,1.04,Ideal,H,SI1,61.9,57.0,6.49,6.46,4.01,4653.529261435541
151,0.71,Very Good,E,VS2,59.9,59.0,5.77,5.81,3.47,2921.648794873225
152,0.43,Ideal,F,SI1,61.3,56.0,4.9,4.86,2.99,966.6508227889509
153,0.33,Ideal,E,VS2,61.3,55.0,4.46,4.48,2.74,752.7590937016233
154,1.72,Fair,D,SI2,64.6,58.0,7.53,7.46,4.84,10923.340118000311
155,1.13,Ideal,G,SI1,61.8,55.0,6.71,6.75,4.16,6156.17104842926
156,0.52,Ideal,D,SI1,62.4,56.0,5.12,5.17,3.21,1523.7228641383665
157,0.3,Very Good,G,VS1,62.5,55.0,4.25,4.32,2.68,587.8915150129022
158,1.53,Premium,G,VS1,61.0,60.0,7.43,7.4,4.52,13766.707740979973
159,2.02,Fair,H,SI2,56.5,61.0,8.33,8.37,4.72,9697.917362353739
160,0.33,Premium,H,VS1,61.0,59.0,4.5,4.45,2.73,682.3001479608878
161,0.7,Very Good,G,I1,61.5,63.0,5.73,5.65,3.5,1249.6004085551706
162,1.26,Premium,I,SI1,60.5,62.0,6.97,6.92,4.2,5921.2163822253015
163,0.3,Premium,D,VS2,62.5,59.0,4.28,4.23,2.66,668.8176715854762
164,0.59,Very Good,H,VS1,62.1,55.0,5.37,5.41,3.35,1836.6241161975004
165,0.82,Ideal,E,SI1,62.1,55.0,5.98,6.0,3.72,3387.87194519855
166,0.39,Very Good,G,VVS2,60.7,61.0,4.7,4.73,2.86,1069.4100723212514
167,0.31,Ideal,H,IF,62.1,54.0,4.33,4.37,2.7,740.72985035211
168,1.26,Ideal,I,SI2,62.0,56.0,7.0,6.94,4.32,5695.199657196006
169,1.51,Very Good,F,SI2,62.7,60.0,7.25,7.32,4.57,8881.011522854786
170,0.56,Ideal,G,VS1,60.6,56.0,5.33,5.36,3.24,1894.0623119230418
171,0.31,Ideal,G,VVS1,62.5,55.0,4.34,4.33,2.71,793.7031379008585
172,0.56,Ideal,H,VVS2,60.9,57.0,5.38,5.33,3.26,1985.5819734115137
173,0.96,Premium,E,SI2,58.2,58.0,6.52,6.47,3.78,4121.594300134003
174,0.52,Very Good,E,SI1,62.7,57.0,5.1,5.14,3.21,1339.4062025051142
175,1.02,Very Good,H,SI1,63.5,55.0,6.31,6.35,4.02,4025.8077455373714
176,1.06,Good,I,VS1,57.5,62.0,6.71,6.83,3.9,5132.583520635841
177,1.21,Ideal,H,SI1,62.1,59.0,6.81,6.75,4.21,6210.981810903557
178,2.02,Fair,H,VS2,64.5,57.0,8.0,7.95,5.14,15770.957611607784
179,1.52,Ideal,G,VS2,62.1,56.0,7.39,7.34,4.57,12515.680575049231
180,2.03,Very Good,I,SI2,62.8,59.0,8.04,8.08,5.06,12771.103257307155
181,0.28,Good,F,VVS2,61.2,62.0,4.16,4.21,2.56,604.403091007756
182,0.7,Fair,G,VS1,65.8,61.0,5.61,5.46,3.64,2813.8395669565957
183,0.7,Ideal,G,VVS1,62.3,57.0,5.61,5.65,3.51,3336.05635078861
184,2.32,Fair,H,I1,70.5,55.0,7.93,7.9,5.58,9208.793755869456
185,0.58,Ideal,J,VS2,60.9,57.0,5.38,5.4,3.28,1289.254616929649
186,0.54,Ideal,D,VS1,61.6,54.0,5.24,5.25,3.23,2065.813385570737
187,1.2,Very Good,I,SI1,62.9,54.0,6.75,6.77,4.25,5277.036803374126
188,0.52,Very Good,F,VS2,62.4,57.0,5.12,5.13,3.2,1568.6783757806222
189,1.57,Premium,F,SI2,60.2,60.0,7.49,7.43,4.49,9473.329570435393
190,0.7,Premium,I,I1,62.3,58.0,5.69,5.55,3.51,1066.290898068369
191,1.57,Very Good,H,SI1,62.0,60.0,7.4,7.44,4.6,9847.949507024023
192,1.02,Very Good,D,VS2,63.2,58.0,6.4,6.36,4.03,6602.651514411078
193,1.5,Premium,F,VS2,62.4,57.0,7.38,7.29,4.58,13944.074268854438
194,0.7,Very Good,E,VS1,62.7,60.0,5.59,5.64,3.52,2898.5945838142734
195,0.42,Premium,F,SI1,60.6,58.0,4.89,4.81,2.94,897.1704983647371
196,2.01,Premium,H,SI1,60.0,60.0,8.16,8.13,4.89,14184.566391163466
197,0.31,Premium,G,VS1,62.2,58.0,4.38,4.34,2.71,688.880695956517
198,0.44,Ideal,E,VVS2,61.9,56.0,4.91,4.88,3.03,1623.3295808033367
199,0.7,Ideal,D,VVS2,61.7,55.0,5.73,5.75,3.54,4237.611607932617
200,1.2,Premium,J,SI1,60.0,61.0,6.89,6.84,4.12,4602.724493582663
201,1.05,Ideal,G,VS1,62.2,57.0,6.49,6.51,4.04,6599.493744464902
202,0.7,Ideal,F,I1,62.1,57.0,5.67,5.64,3.52,1290.609177651709
203,0.53,Premium,F,SI1,60.9,59.0,5.21,5.23,3.18,1364.0139460976382
204,1.09,Premium,H,SI2,61.2,62.0,6.63,6.58,4.04,4453.171711782159
205,0.92,Premium,E,SI2,61.8,59.0,6.19,6.11,3.8,3342.1314985696636
206,0.71,Premium,F,VS2,58.0,62.0,5.85,5.81,3.38,2867.02929072125
207,0.57,Good,F,SI2,61.9,57.7,5.32,5.34,3.3,1284.425234831094
208,0.71,Very Good,G,VS2,63.5,59.0,5.67,5.63,3.59,2802.4501247648154
209,0.89,Premium,G,SI1,61.1,58.0,6.24,6.17,3.79,3713.533732104291
210,1.06,Ideal,G,SI1,62.9,56.0,6.52,6.49,4.09,5344.380219387242
211,0.86,Premium,H,SI2,61.0,58.0,6.15,6.12,3.74,2775.2605806022157
212,1.1,Premium,G,VS2,60.2,58.0,6.75,6.71,4.05,6880.615449946073
213,0.7,Ideal,E,SI1,62.5,57.0,5.7,5.72,3.57,2661.867656451547
214,1.04,Premium,G,VS1,61.5,61.0,6.56,6.51,4.02,6980.073438644863
215,0.93,Premium,E,I1,62.3,60.0,6.23,6.2,3.87,2395.4312503764377
216,1.1,Premium,F,I1,59.8,61.0,6.7,6.65,3.99,3214.4755710639224
217,2.12,Premium,H,SI2,62.3,58.0,8.25,8.16,5.12,14984.934710582627
218,0.33,Ideal,F,VVS1,62.4,55.0,4.44,4.47,2.78,1000.675611846161
219,0.9,Fair,I,VS2,65.8,55.0,6.05,6.01,3.97,3079.705782021504
220,0.71,Ideal,E,VS1,62.0,57.0,5.72,5.66,3.53,3361.933867188066
221,1.75,Ideal,G,VS2,62.1,57.0,7.73,7.69,4.79,16304.766876182035
222,0.81,Ideal,H,SI1,61.4,56.0,6.0,6.05,3.7,2957.5985177817442
223,0.75,Good,I,VVS1,63.9,61.0,5.7,5.67,3.63,2695.2267315174213
224,0.4,Ideal,G,VS2,62.6,56.0,4.69,4.74,2.95,952.1510941849377
225,0.34,Ideal,G,VS2,62.1,55.0,4.49,4.46,2.78,700.2966652902239
226,0.35,Premium,F,VS2,61.8,58.0,4.48,4.52,2.78,752.8731349295809
227,1.29,Very Good,I,VS2,62.8,58.0,6.89,6.93,4.34,6607.330685627425
228,1.7,Premium,G,SI1,61.7,58.0,7.69,7.6,4.72,12899.113649235282
229,1.01,Premium,F,SI1,62.7,54.0,6.42,6.37,4.01,4823.647583457674
230,0.47,Good,D,SI1,63.8,59.0,4.9,4.88,3.12,1156.7274732112985
231,0.71,Premium,E,SI1,59.2,59.0,5.86,5.83,3.46,2683.307179128606
232,1.01,Ideal,G,VS1,61.3,56.0,6.49,6.44,3.96,6131.601985203309
233,0.92,Good,J,SI2,59.0,63.0,6.3,6.35,3.73,2571.2446663635506
234,0.31,Ideal,F,VVS1,61.6,55.0,4.36,4.41,2.7,880.3220613029672
235,0.3,Ideal,G,VVS1,61.3,56.0,4.3,4.34,2.65,732.0708199074205
236,0.7,Very Good,G,SI1,62.1,58.0,5.66,5.7,3.53,2215.2206535960804
237,1.01,Premium,H,IF,62.1,59.0,6.47,6.41,4.0,7005.244820949505
238,1.5,Very Good,H,SI2,62.5,60.0,7.25,7.32,4.55,7836.088323769278
239,0.9,Very Good,D,VS1,62.2,58.0,6.14,6.18,3.83,5190.902406855498
240,0.23,Good,F,VVS2,62.8,61.0,3.92,3.95,2.47,486.64894781108774
241,0.25,Good,E,VVS2,58.0,65.0,4.13,4.18,2.41,529.416566734232
242,0.35,Ideal,F,VVS2,62.1,56.0,4.56,4.52,2.82,1019.5878178094346
243,0.73,Very Good,D,SI2,60.4,59.0,5.8,5.86,3.52,2253.411501075176
244,0.4,Very Good,G,IF,61.2,57.0,4.77,4.79,2.92,1318.8141416141727
245,0.3,Ideal,E,VS2,61.5,55.0,4.33,4.29,2.65,653.7117620566395
246,1.01,Premium,J,VVS2,62.7,59.0,6.46,6.39,4.03,4261.285870918706
247,0.51,Ideal,D,SI2,62.5,55.0,5.12,5.15,3.21,1256.9985390418162
248,1.72,Premium,F,I1,60.1,58.0,7.77,7.74,4.66,7939.49757320011
249,0.51,Good,E,SI1,64.3,54.0,5.1,5.07,3.27,1403.577624831353
250,0.7,Ideal,E,VS1,62.2,58.0,5.67,5.71,3.54,3231.8541332069044
251,0.52,Good,H,VS2,63.6,57.0,5.05,5.1,3.23,1274.642953920445
252,1.01,Premium,F,SI2,62.2,59.0,6.41,6.38,3.98,4079.8355887121866
253,0.31,Ideal,F,VS2,62.1,57.0,4.34,4.36,2.7,658.9920138783256
254,1.01,Good,G,SI1,63.6,57.0,6.33,6.37,4.04,4452.995783881935
255,1.24,Good,E,SI1,63.5,55.0,6.82,6.86,4.35,7406.578038844404
256,1.01,Very Good,I,SI1,60.1,59.0,6.44,6.47,3.88,3676.1469229658014
257,1.05,Ideal,G,VS2,61.9,57.0,6.47,6.51,4.03,5841.131615761872
258,0.9,Good,G,SI1,63.7,60.0,6.11,6.07,3.88,3666.6061972458074
259,0.56,Ideal,E,VS2,61.6,57.0,5.3,5.32,3.27,1984.6422347635253
260,0.8,Very Good,F,SI1,61.6,56.0,5.96,6.0,3.68,3053.771142627994
261,0.3,Ideal,D,SI1,62.5,57.0,4.32,4.29,2.69,604.053994083149
262,0.76,Ideal,H,VS2,62.7,57.0,5.82,5.86,3.66,2889.1355359668855
263,1.21,Premium,H,SI1,59.8,58.0,6.95,6.9,4.14,6039.1955183676155
264,1.51,Very Good,J,VS1,61.4,57.0,7.3,7.38,4.51,7677.330573305335
265,1.21,Ideal,H,VVS2,61.3,56.0,6.85,6.89,4.21,8033.002926386643
266,0.7,Ideal,F,SI1,61.5,57.0,5.67,5.74,3.51,2366.7211995355547
267,0.53,Ideal,I,VS2,62.2,56.0,5.15,5.2,3.22,1256.486753343085
268,0.46,Ideal,E,VS1,61.9,55.0,4.94,4.97,3.06,1426.7014144887262
269,0.41,Ideal,G,IF,61.7,56.0,4.79,4.81,2.96,1432.4270845590645
270,0.37,Very Good,F,VS2,61.0,58.0,4.61,4.63,2.82,829.4401461382231
271,0.58,Ideal,F,SI2,60.9,57.0,5.4,5.44,3.3,1451.9262607601622
272,0.72,Premium,F,SI1,59.5,62.0,5.85,5.74,3.45,2452.640802191686
273,1.5,Good,G,SI1,58.4,65.0,7.45,7.41,4.34,9470.714648999581
274,1.31,Very Good,H,VS2,61.4,59.0,6.96,7.01,4.29,7293.834107597917
275,1.0,Very Good,D,SI1,62.1,58.0,6.34,6.45,3.97,5014.177144119436
276,0.41,Premium,G,VVS1,60.3,60.0,4.78,4.74,2.87,1193.3377273015117
277,0.38,Ideal,F,VVS1,61.0,57.0,4.67,4.71,2.86,1241.0021728285146
278,0.35,Premium,E,VVS1,60.7,59.0,4.58,4.55,2.77,1122.986085695065
279,0.3,Premium,D,VS2,61.7,58.0,4.32,4.3,2.66,682.1425241976075
280,1.13,Ideal,I,VS1,61.6,54.0,6.72,6.74,4.15,5818.25045355896
281,0.37,Premium,E,VVS2,60.9,59.0,4.61,4.65,2.82,1076.0303189926483
282,0.39,Premium,G,VVS2,60.7,61.0,4.73,4.7,2.86,1106.1037309573082
283,0.5,Good,D,SI1,63.9,56.0,5.02,4.93,3.18,1281.8562821783369
284,0.31,Ideal,E,VS2,61.5,56.0,4.39,4.42,2.71,708.7536682212902
285,1.72,Good,D,SI2,63.4,62.0,7.53,7.59,4.79,11511.786805795582
286,1.27,Ideal,H,SI1,59.8,57.0,7.08,7.01,4.22,6962.41918187717
287,1.0,Good,D,VS2,62.8,61.0,6.31,6.34,3.97,5829.697276004955
288,1.59,Premium,I,VS2,59.9,60.0,7.61,7.57,4.55,10306.843363877435
289,0.38,Very Good,F,VS2,60.9,56.0,4.67,4.72,2.86,887.3565263834224
290,2.39,Ideal,J,VS1,62.1,57.0,8.53,8.57,5.31,17764.095768945812
291,1.01,Premium,F,SI1,62.2,59.0,6.36,6.41,3.97,4718.621754316865
292,0.31,Premium,H,VVS1,62.6,58.0,4.33,4.29,2.7,685.1631772243725
293,2.05,Ideal,J,VS1,61.8,58.0,8.12,8.16,5.03,14014.169976787183
294,0.7,Good,F,SI1,61.1,61.0,5.68,5.71,3.48,2201.189498015189
295,1.01,Fair,I,I1,56.1,63.0,6.7,6.65,3.74,2072.2988278280745
296,1.55,Very Good,H,VS2,63.3,56.0,7.38,7.32,4.65,10938.389166007495
297,0.33,Premium,E,VVS1,59.7,58.0,4.49,4.52,2.69,952.7957392746151
298,1.51,Premium,E,SI1,62.9,62.0,7.31,7.21,4.57,11918.229629845695
299,0.26,Very Good,D,VVS2,59.1,59.0,4.21,4.28,2.51,675.6574805634851
300,1.01,Premium,D,SI1,59.8,54.0,6.6,6.5,3.93,5780.917034020797
301,0.42,Very Good,D,SI1,60.2,57.0,4.85,4.89,2.93,963.6296791230012
302,1.03,Premium,H,I1,62.9,59.0,6.41,6.3,4.0,2394.163881432894
303,1.57,Ideal,I,SI2,62.6,58.0,7.38,7.41,4.63,8080.253090153281
304,1.01,Very Good,G,VS1,63.1,55.0,6.34,6.37,4.01,5560.646815530101
305,2.51,Premium,J,SI2,59.3,58.0,8.87,8.83,5.25,15298.211636239452
306,0.7,Very Good,D,SI1,63.2,55.0,5.62,5.65,3.56,2515.1582573608607
307,0.95,Ideal,G,VS2,61.6,56.0,6.34,6.3,3.89,4956.702432041109
308,0.32,Ideal,E,SI2,62.7,55.0,4.39,4.42,2.76,518.1234166812054
309,1.25,Premium,J,SI2,62.3,59.0,6.82,6.86,4.26,4536.079924311085
