,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
191,1.57,Very Good,H,SI1,62.0,60.0,7.4,7.44,4.6,10054.020312428644
192,1.02,Very Good,D,VS2,63.2,58.0,6.4,6.36,4.03,6540.1064713198975
193,1.5,Premium,F,VS2,62.4,57.0,7.38,7.29,4.58,13885.367603068646
194,0.7,Very Good,E,VS1,62.7,60.0,5.59,5.64,3.52,2943.4040133087296
195,0.42,Premium,F,SI1,60.6,58.0,4.89,4.81,2.94,905.1521603958192
196,2.01,Premium,H,SI1,60.0,60.0,8.16,8.13,4.89,15745.925888629792
197,0.31,Premium,G,VS1,62.2,58.0,4.38,4.34,2.71,697.6903315358308
198,0.44,Ideal,E,VVS2,61.9,56.0,4.91,4.88,3.03,1605.474913227919
199,0.7,Ideal,D,VVS2,61.7,55.0,5.73,5.75,3.54,4138.269556578246
200,1.2,Premium,J,SI1,60.0,61.0,6.89,6.84,4.12,4781.636221846289
201,1.05,Ideal,G,VS1,62.2,57.0,6.49,6.51,4.04,6546.442963579328
202,0.7,Ideal,F,I1,62.1,57.0,5.67,5.64,3.52,1626.521279857648
203,0.53,Premium,F,SI1,60.9,59.0,5.21,5.23,3.18,1382.0974041613374
204,1.09,Premium,H,SI2,61.2,62.0,6.63,6.58,4.04,4388.534131820398
205,0.92,Premium,E,SI2,61.8,59.0,6.19,6.11,3.8,3209.9668763584923
206,0.71,Premium,F,VS2,58.0,62.0,5.85,5.81,3.38,2819.169164959505
207,0.57,Good,F,SI2,61.9,57.7,5.32,5.34,3.3,1371.750265027716
208,0.71,Very Good,G,VS2,63.5,59.0,5.67,5.63,3.59,2742.739033796431
209,0.89,Premium,G,SI1,61.1,58.0,6.24,6.17,3.79,3660.1974299336725
210,1.06,Ideal,G,SI1,62.9,56.0,6.52,6.49,4.09,5282.375920520817
211,0.86,Premium,H,SI2,61.0,58.0,6.15,6.12,3.74,2750.4225816211106
212,1.1,Premium,G,VS2,60.2,58.0,6.75,6.71,4.05,6772.522977421285
213,0.7,Ideal,E,SI1,62.5,57.0,5.7,5.72,3.57,2707.423350520663
214,1.04,Premium,G,VS1,61.5,61.0,6.56,6.51,4.02,6900.065828377432
215,0.93,Premium,E,I1,62.3,60.0,6.23,6.2,3.87,2419.2826940981345
216,1.1,Premium,F,I1,59.8,61.0,6.7,6.65,3.99,3136.220140105748
217,2.12,Premium,H,SI2,62.3,58.0,8.25,8.16,5.12,14760.140123496261
218,0.33,Ideal,F,VVS1,62.4,55.0,4.44,4.47,2.78,994.6718251972914
219,0.9,Fair,I,VS2,65.8,55.0,6.05,6.01,3.97,3069.393890438389
220,0.71,Ideal,E,VS1,62.0,57.0,5.72,5.66,3.53,3386.2601378272575
221,1.75,Ideal,G,VS2,62.1,57.0,7.73,7.69,4.79,16799.52366895683
222,0.81,Ideal,H,SI1,61.4,56.0,6.0,6.05,3.7,2961.79684628272
223,0.75,Good,I,VVS1,63.9,61.0,5.7,5.67,3.63,2676.9866232693444
224,0.4,Ideal,G,VS2,62.6,56.0,4.69,4.74,2.95,945.4637113811609
225,0.34,Ideal,G,VS2,62.1,55.0,4.49,4.46,2.78,715.8610060285612
226,0.35,Premium,F,VS2,61.8,58.0,4.48,4.52,2.78,768.7926232240447
227,1.29,Very Good,I,VS2,62.8,58.0,6.89,6.93,4.34,6556.43615156231
228,1.7,Premium,G,SI1,61.7,58.0,7.69,7.6,4.72,12567.894353326543
229,1.01,Premium,F,SI1,62.7,54.0,6.42,6.37,4.01,4726.332363246528
230,0.47,Good,D,SI1,63.8,59.0,4.9,4.88,3.12,1190.3452897460224
231,0.71,Premium,E,SI1,59.2,59.0,5.86,5.83,3.46,2620.338721722181
232,1.01,Ideal,G,VS1,61.3,56.0,6.49,6.44,3.96,6358.075164046879
233,0.92,Good,J,SI2,59.0,63.0,6.3,6.35,3.73,2613.814718693577
234,0.31,Ideal,F,VVS1,61.6,55.0,4.36,4.41,2.7,864.7193086861424
235,0.3,Ideal,G,VVS1,61.3,56.0,4.3,4.34,2.65,719.4424115024897
236,0.7,Very Good,G,SI1,62.1,58.0,5.66,5.7,3.53,2227.7908678632243
237,1.01,Premium,H,IF,62.1,59.0,6.47,6.41,4.0,7605.514502980805
238,1.5,Very Good,H,SI2,62.5,60.0,7.25,7.32,4.55,7934.7801403541625
239,0.9,Very Good,D,VS1,62.2,58.0,6.14,6.18,3.83,5192.281381561235
240,0.23,Good,F,VVS2,62.8,61.0,3.92,3.95,2.47,496.49746713207736
241,0.25,Good,E,VVS2,58.0,65.0,4.13,4.18,2.41,549.1691638871591
242,0.35,Ideal,F,VVS2,62.1,56.0,4.56,4.52,2.82,1039.6880560692691
243,0.73,Very Good,D,SI2,60.4,59.0,5.8,5.86,3.52,2399.381754880249
244,0.4,Very Good,G,IF,61.2,57.0,4.77,4.79,2.92,1332.8170057732336
245,0.3,Ideal,E,VS2,61.5,55.0,4.33,4.29,2.65,648.7481595783374
246,1.01,Premium,J,VVS2,62.7,59.0,6.46,6.39,4.03,4506.832287439994
247,0.51,Ideal,D,SI2,62.5,55.0,5.12,5.15,3.21,1255.3006261681746
248,1.72,Premium,F,I1,60.1,58.0,7.77,7.74,4.66,6285.252844215613
249,0.51,Good,E,SI1,64.3,54.0,5.1,5.07,3.27,1397.2709319519909
250,0.7,Ideal,E,VS1,62.2,58.0,5.67,5.71,3.54,3263.828906445348
251,0.52,Good,H,VS2,63.6,57.0,5.05,5.1,3.23,1227.3461913806036
252,1.01,Premium,F,SI2,62.2,59.0,6.41,6.38,3.98,4031.975673222033
253,0.31,Ideal,F,VS2,62.1,57.0,4.34,4.36,2.7,672.8441967154646
254,1.01,Good,G,SI1,63.6,57.0,6.33,6.37,4.04,4392.59655957732
255,1.24,Good,E,SI1,63.5,55.0,6.82,6.86,4.35,7462.554235435551
256,1.01,Very Good,I,SI1,60.1,59.0,6.44,6.47,3.88,3665.340937848112
257,1.05,Ideal,G,VS2,61.9,57.0,6.47,6.51,4.03,5814.578013542586
258,0.9,Good,G,SI1,63.7,60.0,6.11,6.07,3.88,3557.484485367604
259,0.56,Ideal,E,VS2,61.6,57.0,5.3,5.32,3.27,1989.1076028896166
260,0.8,Very Good,F,SI1,61.6,56.0,5.96,6.0,3.68,3052.567414760671
261,0.3,Ideal,D,SI1,62.5,57.0,4.32,4.29,2.69,604.3317837449475
262,0.76,Ideal,H,VS2,62.7,57.0,5.82,5.86,3.66,2841.3059870362677
263,1.21,Premium,H,SI1,59.8,58.0,6.95,6.9,4.14,6265.302561760554
264,1.51,Very Good,J,VS1,61.4,57.0,7.3,7.38,4.51,7591.225019282978
265,1.21,Ideal,H,VVS2,61.3,56.0,6.85,6.89,4.21,8586.998785526855
266,0.7,Ideal,F,SI1,61.5,57.0,5.67,5.74,3.51,2385.972105953658
267,0.53,Ideal,I,VS2,62.2,56.0,5.15,5.2,3.22,1194.65241010916
268,0.46,Ideal,E,VS1,61.9,55.0,4.94,4.97,3.06,1434.285904628146
269,0.41,Ideal,G,IF,61.7,56.0,4.79,4.81,2.96,1430.9879122021641
270,0.37,Very Good,F,VS2,61.0,58.0,4.61,4.63,2.82,847.4743892981146
271,0.58,Ideal,F,SI2,60.9,57.0,5.4,5.44,3.3,1517.7284815568785
272,0.72,Premium,F,SI1,59.5,62.0,5.85,5.74,3.45,2427.9074399460796
273,1.5,Good,G,SI1,58.4,65.0,7.45,7.41,4.34,9353.579727617858
274,1.31,Very Good,H,VS2,61.4,59.0,6.96,7.01,4.29,7371.975883868375
275,1.0,Very Good,D,SI1,62.1,58.0,6.34,6.45,3.97,5192.689841028886
276,0.41,Premium,G,VVS1,60.3,60.0,4.78,4.74,2.87,1249.508480427521
277,0.38,Ideal,F,VVS1,61.0,57.0,4.67,4.71,2.86,1217.557801653658
278,0.35,Premium,E,VVS1,60.7,59.0,4.58,4.55,2.77,1174.0587984438523
279,0.3,Premium,D,VS2,61.7,58.0,4.32,4.3,2.66,694.1515447824496
280,1.13,Ideal,I,VS1,61.6,54.0,6.72,6.74,4.15,5995.262347270173
281,0.37,Premium,E,VVS2,60.9,59.0,4.61,4.65,2.82,1101.2765089599254
282,0.39,Premium,G,VVS2,60.7,61.0,4.73,4.7,2.86,1113.0580914977725
283,0.5,Good,D,SI1,63.9,56.0,5.02,4.93,3.18,1281.3212877677695
284,0.31,Ideal,E,VS2,61.5,56.0,4.39,4.42,2.71,722.9698294537556
285,1.72,Good,D,SI2,63.4,62.0,7.53,7.59,4.79,11549.66059919055
286,1.27,Ideal,H,SI1,59.8,57.0,7.08,7.01,4.22,7118.576860576889
287,1.0,Good,D,VS2,62.8,61.0,6.31,6.34,3.97,5913.518559094044
288,1.59,Premium,I,VS2,59.9,60.0,7.61,7.57,4.55,10682.87033321323
289,0.38,Very Good,F,VS2,60.9,56.0,4.67,4.72,2.86,900.2464544943638
290,2.39,Ideal,J,VS1,62.1,57.0,8.53,8.57,5.31,19664.21678139959
291,1.01,Premium,F,SI1,62.2,59.0,6.36,6.41,3.97,4683.614983354161
292,0.31,Premium,H,VVS1,62.6,58.0,4.33,4.29,2.7,737.619858235268
293,2.05,Ideal,J,VS1,61.8,58.0,8.12,8.16,5.03,15224.949922422278
294,0.7,Good,F,SI1,61.1,61.0,5.68,5.71,3.48,2238.3527568177383
295,1.01,Fair,I,I1,56.1,63.0,6.7,6.65,3.74,2484.242552825127
296,1.55,Very Good,H,VS2,63.3,56.0,7.38,7.32,4.65,11348.889462008698
297,0.33,Premium,E,VVS1,59.7,58.0,4.49,4.52,2.69,983.6944055583497
298,1.51,Premium,E,SI1,62.9,62.0,7.31,7.21,4.57,11062.378545929632
299,0.26,Very Good,D,VVS2,59.1,59.0,4.21,4.28,2.51,665.837331279542
300,1.01,Premium,D,SI1,59.8,54.0,6.6,6.5,3.93,5473.105387946554
301,0.42,Very Good,D,SI1,60.2,57.0,4.85,4.89,2.93,983.0753294361683
302,1.03,Premium,H,I1,62.9,59.0,6.41,6.3,4.0,2281.7117965720217
303,1.57,Ideal,I,SI2,62.6,58.0,7.38,7.41,4.63,8080.721474110971
304,1.01,Very Good,G,VS1,63.1,55.0,6.34,6.37,4.01,5525.621705699263
305,2.51,Premium,J,SI2,59.3,58.0,8.87,8.83,5.25,14598.92059628001
306,0.7,Very Good,D,SI1,63.2,55.0,5.62,5.65,3.56,2550.727707559813
307,0.95,Ideal,G,VS2,61.6,56.0,6.34,6.3,3.89,4937.080535225533
308,0.32,Ideal,E,SI2,62.7,55.0,4.39,4.42,2.76,526.0823057390394
309,1.25,Premium,J,SI2,62.3,59.0,6.82,6.86,4.26,4536.750124739822
